Date,Time,Location,Operator,Flight,Route,Type,Registration,cn/In,Aboard,Fatalities,Ground,Summary,Latitude,Longitude
02/03/1959,01:00,"Mason City, Iowa",Dwyer Flying Service - Private Charter,-,Mason City - Fargo,Beechcraft Bonanza 35,N3794N,D- 1019,40.0,40,0.0,"Buddy Holly chartered the plane to fly to Fargo after appearing as part of the Winter Dance Party tour at Clearlake, Iowa.  J.P. 'The Big Bopper' Richardson, who was suffering from the flu, talked Waylon Jenning into giving up his seat. Ricthie Valens won a coin-toss and went in place of Tommy Allsup. He commented 'I never won anything in my life' after winning the coin-toss. The plane took off into deteriorating weather conditions. The pilot, Roger Peterson, was not certified to fly IFR. The wreckage of the plane was found the next morning in a snowy meadow, 5 miles NW of the airport. The plane hit the ground at a high rate of speed and singers Ritchie Valens, 17, Buddy Holly, 22, Jiles P. 'The Big Bopper' Richardson, 28, as well as the pilot, were killed instantly. It appeared, the pilot became disoriented and flew the plane into the ground.  Officially: The pilot's decision to undertake a flight in which the likelihood of encountering IFR conditions existed, when he was not certified to fly IFR. Also, deficiencies in the weather briefing and the pilot's unfamiliarity with the instrument which determines the attitude of the aircraft. In later years, a story appeared in the Iowa Globe Gazette in which a pilot, Al Potter, flying in the vicinity of the aircraft that night, claimed he was in contact with the aircraft shortly before it crashed. Potter stated the pilot radioed he had taken on ice and was losing power.",43.1524574,-93.2017941
04/20/1960,13:06,"Hickory, North Carolina",Piedmont Airlines / Private,,"Cincinnati, OH - Hickory, NC",Fairchild F-27 / Cessna 310,N2704R/N1807H,17,440.0,40,0.0,"The aircraft were involved in a midair collision while both were making an approach to land. The pilot of the Cessna, the over-taking aircraft, failed to see and avoid the F-27 during the landing appoach. Four died aboard the Cessna, none aboard the Fairchild.",35.7333312,-81.3442915
05/23/1960,11:52,"Atlanta, Georgia",Delta Air Lines,,Training,Convair CV-880,N8804E,22-00-16,40.0,40,0.0,"The aircraft stalled for reasons undetermined, at an altitude too low to effect recovery.",33.7489924,-84.3902644
11/05/1960,,"Bhairawa, Nepal",Royal Nepal Airlines,,,Douglas C-47A,9N-AAD,19792,40.0,40,0.0,Crashed on takeoff.,27.512726,83.453148
01/19/1961,20:25,"New York, New York (Idlewild)",Aeronaves de Mexico,401,New York - Mexico City,McDonnell Douglas DC-8-21,XA-XAX,45432/105,1060.0,40,0.0,"An aborted takeoff caused the aircraft to crash through the airport barrier fence and burst into flames. The unnecessary discontinuance of the takeoff as a result of actions by the check-pilot who was either not in the pilot's seat or reached forward without warning and pulling the throttles back. This action caused power to be decreased on all four engines. Contributing factors were the marginally poor weather, snow on the runway and the possibility of the pitot head heat not being on.",41.436337,-74.032958
07/30/1962,,"Coulommiers, France",Air France,,Training,Douglas DC-3,F-BAOE,11769,80.0,40,0.0,Crashed during a training flight.,48.8121301,3.0843818
02/08/1964,,"Freeport, Bahamas",Private air taxi,-,"Freeport, Grand Bahamas - West Palm Beach, FL",Piper PA-23,N2157P,,40.0,40,0.0,Disappeared while en route. Probable cause undetermined.,26.535681,-78.6953623
02/15/1964,,"Detroit, Michigan",Commercial Air Taxi,,Detroit - Akron,Piper Aero Commander 560E,N3823C,,40.0,40,0.0,Disapperared en route. Missing aircraft not recovered. Probable cause undetermined,42.3315509,-83.0466403
12/04/1964,19:58,"Fayetteville, Arkansas",Commercial Air Taxi,,,Cessna 206,N5089U,,50.0,40,0.0,Collided with trees while attempting to land. Pilot error. Misjudged altitude.,36.0625843,-94.1574328
12/30/1964,02:14,"Detroit, Michigan",Zantop Air Transport,,Cleveland - Detroit - Denver,Curtis C-46A,N608Z,30328,40.0,40,0.0,The cargo plane veered off course and struck trees while attempting to land.  Loss of control during night instrument approach in adverse weather for undetermined reasons.,42.3315509,-83.0466403
02/03/1965,,"Garoua, Cameroon",Air Cameroon,,,Curtiss C-46A,F-OAFI,26810,40.0,40,0.0,,9.3070698,13.3934527
08/20/1965,13:08,"Jeuk, Belgium",LOT Polish Airlines,,Lille - Wroclaw,Vickers 804 Viscount,SP-LVA,249,40.0,40,0.0,After making a request to change course to avoid heavy weather the positioning flight suddenly descended and crashed. The overall atmosphericonditions in the vicinity of Jeuk and the circumstances of the accident were such that it was assumed that the pilot lost control of the aircraft when entering a cumulonimbus cloud.,50.7344256,5.2095342
09/04/1965,09:40,"Lake Tustumena, Alaska",Cordova Airlines,,,Aero Commander 680,N6305U,,50.0,40,0.0,The pilot misjudged altitude and distance and crashed into the lake during a descent to land.  VFR flilght into adverse weather conditions.,60.1671081,-150.833591520815
12/04/1965,16:18,"Carmel, New York",Trans World Airlines / Eastern Air Lines,42 / 853,Boston - Newark,Boeing B-707-131B / L1049C Constellation,N748TW/N6218C,18387/286  / 4526,1120.0,40,0.0,"Midair collision at 11,000 feet. Misjudgment of altitude separation by the crew of EAL 853 because of an optical illusion created by the up-slope effect of cloud tops resulting in an evasive maneuver by the EAL 853 crew and a reactionary evasive maneuver by  the TWA 42 crew. The 707 landed at JFK despite losing 25 feet of the left wing. There were no injuries to the crew of 7 and 51 passengers aboard the 707.  Three of the 46 passengers and 1 crew member aboard  EAL 853 were killed. Misjudgment of altitude separation by the crew of the Constellation because of an optical illusion created by the up-slope effect of cloud tops, resulting in an evasive maneuver by the Constellation crew and a reactionary evasive maneuver by the Boeing crew.",41.4266361,-73.6788272
02/18/1966,02:04,"Near Milan, Italy",Belgian International Air Services,,Brussels - Milan,Douglas DC-6B,OO-ABG,43829/351,40.0,40,0.0,The cargo plane struck trees to the right of the runway while attempting to land. Failure of the pilot to comply with the Company's minima. Subsequent belated decision to execute the missed approach procedure.,45.4655696,9.1797055
06/27/1966,06:00,"Ashland, Alabama",Lackey Aero Company - Taxi,,,Piper PA-23,N5775Y,,40.0,40,0.0,Crashed after rear engine mount failed leading to inflight failure.,33.2737256,-85.8360741
08/15/1966,18:45,"Anchorage, Alaska",NC Simpson - Taxi,,,Beech C-18S,N445,,40.0,40,0.0,Fatigue fracture on right wing leading to inflight separation in flight.,61.1758781,-149.1107333
09/04/1966,,"Mumbai, Indian",Indian Airlines,,Training,Sud Aviation SE-210 Caravelle,VT-DSB,134,40.0,40,0.0,Struck a hill while simulating an engine failure.,39.6159355,-86.0848063
02/10/1967,,"Zurich, Switzerland",Swissair,,Training,Convair CV-440,HB-IMF,355,40.0,40,0.0,Struck a mountain.,47.3744489,8.5410422
02/20/1967,08:45,"Tegucigalpa, Honduras",Sahsa Airlines,,San Pedro Sula - Tegucigalpa,Douglas DC-6,HR-SAG,42894/56,550.0,40,0.0,"While landing, the crew was unable to move the throttles into reverse position. The plane was not able to go-around and a ground loop was attempted. The aircraft ran off the runway into a ditch and the left wing tank ruptured and caught fire. Probable failure of the reverse pitch control mechanism.",14.1057433,-87.2040052
03/08/1967,,"Karachi, Pakistan",Compagnie Air Transport,,,AT L98 Carvair,F-BMHU,4,60.0,40,70.0,Failed to climb on takeoff and crashed into a bridge and some houses.,24.8546842,67.0207055
05/04/1967,16:28,"New Castle, Virginia",Greenbriar Airways,,,Cessna 205,N1301G,,40.0,40,0.0,Collided with trees in rain and fog while en route. Continued VFR flight into adverse weather conditions.,37.5001335,-80.1108872
05/15/1967,,"Cape Dyer, Canada",Nordair,,,Curtiss C-46T,CF-NAD,30200,40.0,40,0.0,Crashed short of the runway in whiteout conditions. Improper  procedures by crew in whiteout weather conditions.,66.666667,-61.366667
10/13/1967,15:15,"Camden, Arizona",Bruns Air Service - Air Taxi,,,Beechcraft N35,N396Z,,40.0,40,0.0,The plane attempted to make a forced landing and crashed. Both control hubs of the propeller hub failed.  Improper maintenance.,33.44110295,-111.92755141268438
12/25/1967,13:49,"Chiang Mai, Thailand",Thai Airways,2,Bangkok - Chiang Mai,Douglas DC-3,HS-TDH,9189,310.0,40,0.0,"During poor weather and after a flyby, the pilot requested a Runway 18 approach. The pilot decided to make a visual approach along the middle of 3 diverging roads, which was aligned with the runway. Because of the fog, the pilot began his approach along the third road which extended to the Royal Thai Air Force fuel storage instead of Runway 18. When the aircraft got close to the ground, the pilot realized that he was approaching the wrong road. He tried to initiate a go-around but the aircraft became unstable as he raised the nose slipped to the left and stalled the plane. The No.1 engine hit the ground first, 200 meters from the airport.",18.7882778,98.9858802
01/15/1968,07:54,"Zifta, Egypt",United Arab Airlines,,Cairo - Beirut,Douglas DC-3,SU-AJG,,40.0,40,0.0,"Ice accretion on the lifting surface of the aircraft accompanied by moderate to severe turbulence, which resulted in loss of aircraft control by the pilot. When he tried to regain control over the aircraft the lifting surfaces were loaded beyond approved design limits, which brought about the disintegration of main parts of the aircraft in the air, and its subsequent impact with the ground.",30.7152872,31.2470999
04/10/1968,15:23,"Dahlonega, Georgia",Canair Corp. - Air Taxi,,,Cessna 182,N3152R,,40.0,40,0.0,Flew into mountain upslope in rain and fog. Continued VFR flight into adverse weather conditions.,34.5328484,-83.9845723
07/07/1968,,"Ft. Lauderdale, Florida",Red Aircraft Service - Air Taxi,,Ft. Lauderdale - Bahama Island,Piper PA-23,N5694Y,,40.0,40,0.0,Crashed while en route. Only right wing tip recovered. Undetermined probable cause.,26.1223084,-80.1433786
10/08/1968,03:55,"Las Vegas, Nevada",Catalina - Vega - Air Taxi,,,de Havilland DH-104,N4040B,,40.0,40,0.0,Fire and explosion in flight during initial climb. Undetermined origin under cockpit floorboard.,36.1672559,-115.148516
07/24/1969,13:08,"Sparrevohn, Alaska",Safeway Airways,,"McGrath, AK - Sparrevohn, AK",Cessna 320,N3007T,,40.0,40,0.0,The aircraft flew into rising terrain (blind canyon). Continued VFR flight into adverse weather conditions.,61.09604365,-155.57460505433366
08/03/1969,,"Uli , Nigeria",Canairelief Air,,,Lockheed L-1049H Super Constellation,CF-NAJ,4828,40.0,40,0.0,The cargo plane crashed while attempting to land.,5.4624508,6.1474935
09/06/1969,05:30,"Korat Air Base, Thailand",Military - U.S. Air Force,Batcat 19,,Lockheed EC121R,67-21495,4491,160.0,40,40.0,"Dropped down below the glide path and struck approach lights, 3,000 feet short of the runway during a second approach.",14.935865100000001,102.08457401016435
09/17/1969,17:09,"Campbell River, Canada",PacifiWestern Airlines,627,Vancouver - Campbell River,Convair CV-640,CF-PWR,440,150.0,40,0.0,Crashed into a hill  while attempting to land in inclement weather. Non-compliance with the instrument approach procedures. Pilot error.,50.023071,-125.244153
02/18/1970,19:34,"Elizabeth, New Jersey",Suburban Airlines - Air Taxi,,"Sherbrooke, Canada - Newark, NJ",Cessna 402,N3218Q,,40.0,40,0.0,"No second in command pilot. ILS approach, descended below glide slope and hit natural gas storage tank holder at 190 ft. AGL.",40.6639916,-74.2107006
07/27/1970,11:35,"Tokyo, Japan",Flying Tiger Line,45,Tokyo - Okinawa,McDonnell Douglas DC-8-63AF,N785FT,46005/412,40.0,40,0.0,Cargo plane. An unarrested rate of descent due to inattention of the crew to instrument altitude references while the pilot was attempting to establish outside visual contact in meteorological conditions which precluded such contact during that segment of a precision radar approach inbound from the Decision Height.,35.6840574,139.7744912
09/22/1970,08:25,"Cranbrook, Canada",Eagle Flight - Air Taxi,,"Portland, OR - Cranbrook, Canada",Cessna T337B,N2346S,,40.0,40,0.0,Descended below minimum approach altitude for unknown reasons.,49.5107477,-115.7672772
12/02/1970,,"Dhaka, Bangladesh",Cargolux,,,Canadair CL-44J,TF-LLG,36,40.0,40,0.0,The cargo plane crashed while attempting to land. Malfunction of the hydraulisystem caused the controls to lock.,23.7644025,90.389015
04/22/1971,17:01,"Manchester, New Hampshire",New England Aviaiton,,"Manchester, NH - Boston, MS",Beechcraft C35,N144H,,40.0,40,0.0,The aircraft experienced engine failure during takeoff and crashed. Fuel starvation. Fuel selector positioned between tanks. Pilots unfamilarity with aircraft. Had only 1 hour in type aircraft.,42.9956397,-71.4547891
07/25/1971,,"Manila, Philippines",Pan American World Airways,,San Francisco - Honolulu - Guam - Manila - Siagon,Boeing 707-321CF,N461PA,,40.0,40,0.0,"While on a VOR/DME approach to Manila runway 24, the aircraft struck Mount Kamunay at an altitude of 2,525 feet, 20 miles east/northeast of the Manila VOR. The probable cause was improper crew coordination, which caused a premature descent.",14.5906346,120.9799964
10/24/1971,22:15,"Bath, Pennsylvania",Monmouth Airways,,"Jamaica, NY - Allentown, PA",Beechcraft B99,N986MA,U-44,80.0,40,0.0,Collided with trees while attempting to land. Improper IFR operation. Descended below MDA. Pilot fatigue.,40.726519,-75.3934911
02/20/1972,10:32,"Fairfield, Idaho",Sun Valley Airways - Air Taxi,,"Hailey, ID - Boise, ID",Beechcraft 65-B80,N1027C,,40.0,40,0.0,In-flight fire caused in-flight structural failure. Left wing separated due to fire resulting from engine cylinder separation. Excessive working hours may have contributed to the accident.,43.347039,-114.793247
05/30/1972,06:24,"Dallas/Ft. Worth, Texas",Delta Air Lines,9570,Training,McDonnell Douglas DC-9-14,N3305L,45700,40.0,40,0.0,While practicing touch and go landing the aircraft crashed after getting caught in the wake turbulence of a DC-10. An encounter with a trailing vortex generated by a preceding 'heavy' jet which resulted in an involuntary loss of control of the airplane during final approach. Although cautioned to expect turbulence the crew did not have sufficient information to evaluate accurately the hazard or the possible location of the vortex. Existing FAA procedures for controlling VFR flight did not provide the same protection from a vortex encounter as was provided to flights being given radar vectors in either IFR or VFR conditions.,32.7380822,-97.4519708
02/12/1973,19:15,"Walla Walla, Washington",Red Carpet Flying Service - Air Taxi,,"Spokan, WA - Walla Walla, WA",Cessna 320E,N3483Q,,40.0,40,0.0,Pilot not advised of weather by approach control. Weather conditions below minima.,46.2055155,-118.5174284
04/18/1973,,"Bamiyan, Afghanistan",Bakhtar Afghan Airlines,,Bamiyan - Kabul,de Havilland Canada DHC-6 Twin Otter 100,YA-GAT,111,190.0,40,0.0,The chartered American/Canadian tour group's plane crashed on takeoff.,34.75,67.25
05/11/1973,18:00,"Greenville, Maine",Air Taxi,,"Concord, NH - Greenville, ME",Cessna 402B,N2985Q,,40.0,40,0.0,"The aircraft hit a fog shrouded hill at 1,400 ft. after descending below minima. Improper IFR operation.",45.4594907,-69.5906101
09/04/1973,22:30,"Gary, Indiana",Aegler Stuart Flying Service  / Private,,"Grand Rapids, MI - Gary, IN",Piper PA-30 / Cessna 337A,N7881Y / N6270F,,50.0,40,0.0,"The Piper, landing on Runway 20 collilded with the Cessna at a runway intersection. Two killed on each plane. Pilots failed to see and avoid eachother.",41.6020962,-87.3370647
09/09/1973,15:18,"Paintsville, Kentucky",Wicks Flying Service - Air Taxi,,"Humbolt, TN - Paintsville, KY",Cessna 310H,N1834H,,40.0,40,0.0,Collided with trees while en route. Cancelled IFR en route. Continued VFR flight into adverse weather conditions.,37.8145384,-82.8071054
