Date;Time;Location;Operator;Flight;Route;Type;Registration;cn/In;Aboard;Fatalities;Ground;Summary;Latitude;Longitude
05/19/1972;12:29:00;Albuquerque, New Mexico;Ross Aviation - Air Taxi;;Albuquerque, NM - Sante Fe, NM;Beechcraft 65-B80;N841NS;;900;90;0;Forward cargo door was not secured, opened in flight. Cargo damaged left propeller. Open door created extra drag. Pilot lost control and crashed.;350841034;-106650985
05/29/1972;;Cruzeiro do Sul Acre, Brazil;Amazonese Importacao e Exportacao;;;Lockheed 049 Constellation;PP-PDG;2037;1800;90;0;Cashed into trees shortly after taking off after two engines failed. Refueling directly from the trucks, without allowing sufficient time for the fuel to settle.;-76307956;-726703869
10/02/1972;;Kampot, Cambodia;Cambodia Air;;;Douglas DC-3;XW-TDA;13729;900;90;0;Shot down by a mortar shell while approaching to land at Kampot.;106314754;104132637
09/30/1973;;Miritituba, Brazil;Aeronorte;;;Douglas DC-3A;PT-CEV;20182;900;90;0;The crew started the takeoff roll at a point 200m down the runway, with a runway distance remaining of 1080m. After taking off, the DC-3 climbed slowly, entered a right turn, stalled and crashed in flames.  Power loss on one or both engines, due to maintenance deficiencies or fuel contamination.;-4292912;-55960461
11/03/1975;13:02:00;Gulf of Mexico;Petroleum Helicopter;;;Bell 212;N90057;;900;90;0;The helicopter crashed after the main rotor failed. No occupants ever found.;252834459;-899066163
12/21/1975;;Tacloban, Philippines;Philippine Aerotransport;;;Britten-Norman BN-2A-21 Islander;RP-C2136;440;900;90;0;;112436208;1250079543
12/26/1975;14:49:00;Rollinsville, Colorado;Star Aviation;;Denver, CO - Grandby, CO;Mitsubishi MU-2B;N133MA;;900;90;0;Crashed into mountains. Continued VFR flight into adverse weather conditions.;399170921;-1055017521
01/22/1976;;Chapeco, Brazil;Transbrasil;;;Embraer 110C Bandeirante;PT-TBD;110011;1100;90;0;Crashed during takeoff.;-270922364;-526166878
04/23/1978;21:47:00;Arlington, Indiana;Air Taxi;;Trenton, NJ - Indianappolis, IN;Piper PA-31;N49MC;;900;90;0;Lost control and crashed after the pilot entered a known area of severe turbulence and thunderstorms.;396423562;-855766741
10/31/1978;;Belém, Brazil;Taxi Aéreo Kovacs;;;Cessna 402;PT-JXL;;900;90;0;;-145056;-484682453
07/12/1979;;Bua, Fiji;Fiji Air Services;;Suva-Nausori - Bua-Dama;Britten Norman BN-2A Trislander;DQ-FBO;195;900;90;0;Crashed into a rain forest. Pilot-in-command continuing the flight into conditions where he lost visual reference with the ground which resulted in the aircraft colliding with terrain.;-16625798500000000;178477432975
08/29/1979;23:00:00;Frobisher Bay, Canada;Bradley Air Services;;;de Havilland Canada DHC-6 Twin Otter 300;C-GROW;415;900;90;0;Crashed into a hill while making a turn during the approach.;6374944;-68521857
11/30/1979;;San Andres Island, Colombia;Aerolineas La Gaviola;;;Grumman G-21 Goose;HK-2059;;900;90;0;;12537597850000000;-8172041550499900
01/02/1980;;Haiti;Haïti Air Inter;;Port au Prince - Cape Haitien;Britten Norman BN Islander;HH-CNC;474;900;90;0;Struck high ground in poor visibility while en route.;191399952;-723570972
03/30/1980;;Cuiaba, Brazil;VoteTaxi Aéreo;;;Britten Norman BN Islander;PT-JSC;695;900;90;0;Crashed after stalling.;-155986686;-560991301
10/15/1981;;Kufstein, Austria;Oefag Flugdienst;;;Cessna 404 Titan;OE-FCT;404-0680;900;90;0;Crashed into a mountain.;47582996;121692134
09/02/1983;;Smithers, British Columbia, Canada;Central Mountain Air Services;;;Britten-Norman BN-2A-21 Islander;C-GIPF;274;900;90;0;;547792074;-1271760991
01/16/1987;08:11:00;Tashkent, Uzbekistan;Aeroflot;;;Yakovlev YAK-40;CCCP-87618;9131918;900;90;0;While taking off, the aircraft banked sharply to the left and crashed. Encounted a wake vortex from another aircraft.;413123363;692787079
07/01/1984;11:34:00;Port Hardy, British Columbia, Canada;Coval Air;;;Beechcraft 18;;;900;90;0;While attempting to take off, gained 100 feet in altitude then nosed into the end of the runway tarmaand burned. Chartered by Painter's Lodge fishing resort.;507244402;-1274976081
08/02/1984;08:05:00;Vieques, Puerto Rico;Vieques Air Link;;Vieques, PR - St. Croix, VI;Britten-Norman BN-2A Islander;N589SA;38;900;90;0;Banked to the left shortly after taking off and crashed into the ocean. Aircraft overloaded and improperly loaded. Inexperienced pilot. Water contamination of fuel.;181215622;-6545746403129990
08/08/1984;;Machakos, Kenya;Pioneer Airlines;;;Cessna 402A;5Y-AMS;402A-0038;900;90;0;;-127900465;3739526976452550
02/04/1985;19:51:00;Soldotna, Alaska;North PacifiAirlines;-;Anchorage, AK - Anchorage, AK;Beech Queen Air 65-A80;N50NP;LD-231;900;90;0;Crashed into trees while attempting a go-around in poor weather. Improper minimum descent atlitiude and missed approach. Improper inflight decision. Improper missed approach. Minimum descent altitude not maintained.;604847228;-151065349
02/16/1985;;Banjarmasin, Indonesia;Dirgantara Air Services;;;Britten-Norman BN-2A Islander;PK-VIO;693;1000;90;0;Struck a mountain in poor weather conditions.;-33187496;1145925828
03/04/1987;14:34:00;Detroit, Michigan;Northwest Airlink;2268;Cleveland - Detroit;CASA 212 Aviocar 200;N160FB;160;2200;90;0;While approaching to land the plane suddenly yawed to the left, rolled right and struck ground left of the runway. It then skidded into 3 ground vehicles and caught fire. The captain's inability to control the airplane in an attempt to recover from an asymmetripower condition at low speed following his intentional use of the beta mode of propeller operation to descend and slow the airplane rapidly on final approach for landing. The fatalities were attributed to a post crash fire, lack of fire-blocking material, and poorly designed aircraft components. Improper use of powerplant controls. Improper maintenance adjustment.;423315509;-830466403
03/06/1987;19:10:00;Near Almaty, Kazakhstan;Aeroflot;;;Antonov An-26;CCCP-26007;9901;900;90;0;The cargo plane struck the side of a mountain while setting up for the approach. The ATC didn't monitor the plane for at least  2 minutes after observing the plane taking a wrong course. When the ATC tried to contact the plane to tell them of the mistake the crew never responded because communications in the vicinity of the mountain blocked the signal.;431586895;771052518
09/08/1987;;Carajas, Brazil;Military - Brazilian Air Force;;;Hawker Siddeley HS-125-403B;FAB2129;25290;900;90;0;Crashed during takeoff.;-45658733;-502776717
10/19/1987;;Komsomolsk-on-Amur, Russia;MAP;;;Antonov An-12B;CCCP-12162;9346702;900;90;0;The plane overran the runway while attempting to take off crashed into a building and was destroyed.;50561797;1369995057005500
01/19/1988;19:20:00;Bayfield, Colorado;Trans Colorado AL / Continental Express;2286;Denver, CO - Durango, CO;Swearingen SA.227AC Metro;N68TC;AC-457;1700;90;0;The aircraft crashed while attempting to land in adverse weather conditions five miles short of the runway.  The captain choose VOR/DME approach instead of ILS.  The NTSB isssued a report that stated that the captain was a heavy user of cocaine and traces were found in his blood and urine.;372255593;-1075981123
01/18/1988;;Mt. Colorado, Bolivia;ETA - Empresa Transportes Aéreos;;;Curtiss C-46A-55;CP-1244;246;900;90;0;Struck Mt. Colorado in poor weather.;-153762168;-67647525
02/24/1989;02:09:00;Honolulu, Hawaii;United Air Lines;811;Los Angeles - Honolulu - Auckland - Sidney;Boeing B-747-122;N4713U;19875/89;35600;90;0;After leaving Honolulu, on a flight from Los Angeles to Sydney, Australia, the loss of an improperly latched foward lower lobe cargo door resulted in explosive decompression and loss of power in the No. 3 and 4 engines. Nine passengers were sucked out of the plane and lost at sea. The plane landed safely. The cargo door opening was attributed to a faulty switch or wiring in the door control system which permitted electrical actuation of the door latches towards the unlatched position after initial door closure and before takeoff.;212891309;-1577173915
09/28/1989;;Semyonovka ,Ukraine;MAP;;;Antonov An-32;CCCP-48095;1705;900;90;0;Failure of the autopilot caused the plane to enter a spiral descent. Attempts to pull the plane out caused the aircraft to break-up in midair and crash into a swamp.;479268014;2921408
11/11/1990;;Novossibirsk, Russia;MAP - Ministerstvo Aviatsionnoi Promyshlennosti;;;Antonov AN-8;CCCP-69320;0B-3420;1000;90;0;The cargo plane crashed after both engines flamed out during an approach to land.;550288307;829226887
03/16/1991;;Malanje, Angola;Transafrik;;;Lockheed L-100-30 Hercules;CP-1564;4833;900;90;0;The cargo plane was shot down by a surface-to-air missile.;-9535332;169364293
12/11/1991;09:41:00;Rome, Georgia;Bruno Air;;Rome, GA - Huntsville, AL;BeechJet 400;N25BR;RJ-57;900;90;0;Crashed into Mt. Lavendar at 1,580 ft. msl. The captain's decision to initiate visual flight rules into an area of known mountainous terrain and low ceiling and the failure of the flightcrew to maintain awareness of their proximity to the terrain.;34257038;-851646726
04/22/1992;15:53:00;Mt. Haleakala, Hawaii;SceniAir Tours;22;Local sightseeing;Beechcraft E18S;N342E;BA-308;900;90;0;During a sight seeing tour the aircraft hit a mountain on the island of Maui. The captain's decision to continue VFR into IFR conditions that obscured mountainous terrain and failure to properly use available navigational aids  to remain clear of terrain.;207076743;-1562575841
04/28/1992;;Blewett Falls Lake, North Carolina;Military - U.S. Air Force;;Training;Lockheed C-130E Hercules;64-0501;3985;900;90;0;Crashed into Blewett Falls Lake.;3502233675;-798935048896999
12/09/1992;;Uruapan, Mexico;Aero Sudpacifico;;Uruapan - Guadalajara;Britten-Norman BN-2B-27 Islander;XA-RML;864;900;90;0;Crashed in the Sierra Madre mountains shortly after taking off.;194060961;-10203430719292000
06/09/1993;;Gulgubip, Papua New Guinea;Southwest Air;;;Britten-Norman  BN-2A-20 Trislander;P2-SWA;805;1100;90;0;On final approach at low speed the left wing dropped and touched the ground during a stall or deliberate low left turn. The plane cartwheeled and broke up.;-52804449;14154123343874300
10/25/1993;;Franz Josef Glacier, New Zealand;Hibiscus Air;;Glentanner - Queenstown;GAF Nomad N-22;ZK-NOM;4;900;90;0;The plane was on a seniflight of the Mt. Cook area and impacted Franz Josef Glacier at 4,500 ft. The aircraft became trapped in a narrow valley and as the pilot attempted to turn around within the valley the aircraft stalled while it was in a steep bank.;-43475736850000000;17019813697640600
03/16/1995;;Ossora, Russia;Aeroflot;;Petropavlovsk -  Ossora;Antonov 26B;RA-26084;11806;1000;90;0;The cargo plane flew into high ground while on approach in poor weather conditons.;592980727;16253321155215600
05/09/1995;16:35:00;Cerro San Jeronimo, Colombia;ADES Colombia;;Mitu - Villavicencio;Curtiss C-46F;HK-3079G;22538;900;90;0;Crashed into a mountain during approach in poor weather.;5380295;-741138612
11/13/1995;08:55:00;Kaduna, Nigeria;Nigeria Airways;357;Jos - Kano;Boeing B-737-2F9;5N-AUA;22985;13700;90;0;The aircraft touched down halfway down the runway, veered off the runway where dry grass caught fire under the aircraft and eventually spread destroying the aircraft.;103825318;78533226
03/02/1996;;Sao Paulo, Brazil;Madrid Taxi Aéreo - Charter;;Brasilia - Sao Paulo;Gates Learjet 25D;PT-LSD;25D-243;900;90;0;The crew was advised they were too high and fast while on approach to Sao Paulo. The pilot initiated a visual go-around but collided with a mountain at 3,280 ft.  Brazilian pop group Mamanas Assassinas killed.;-235506507;-466333824
12/06/1999;07:06:00;Johannesburg, South Africa;Charter - Flightline Charter Services;-;Johannesburg, South Africa  - Oranjemund, Namibia;Piper PA-31-350;ZS-OJY;31-7405210;900;90;0;Shortly after takeoff, the pilot declared an engine failure. Seconds later he stated 'We are going down sir, we are going down.' The plane crashed 2 nm to the right of Runway 29 and burst into flames.  Failure of the exhaust pipe segment which caused the right hand engine to lose power and fail. The aircraft was overloaded. The company's lack of flight operations management experience.;-26205;28049722
03/09/2000;08:40:00;Moscow, Russia;Vologodskiye Airlines;;Moscow - Kiev;Yakovlev YAK-40;RA-88170;9620847;900;90;0;The aircraft climbed to an altitude of about 100 ft., stalled, lost control and crashed. Ice build up on the wings. Flaps incorrectly set.;557504461;376174943
08/25/2001;18:45:00;Marsh Harbour, Bahamas;Blackhawk Int. Airways  - Private charter;-;Abaco - Miami;Cessna 402B;N8097W;402B1014;900;90;0;The aircraft crashed in flames approximately 200 ft. past the end of the runway while attempting to take off. The plane was overloaded by several hundred pounds and the weight improperly distributed, causing the pilot to lose control of the aircraft. R&B singer and actress Aaliyah Haughton, 22, was among those killed. Traces of cocaine and alcohol were found during the autopsy of the pilot. The plane was overloaded.;265382728;-770610382
09/18/2001;07:30:00;Guatemala City, Guatemala;AtlantiAirlines;870;Guatemala City - San Pedro Sula, Honduras;LET 410UVP-E;TG-CPE;861705;1300;90;0;The aircraft was taking off from Guatemala's Aurora Airport when it lost power in one of it's engines and crashed to the ground.;146424667;-905131361
07/29/2007;04:22:00;Moscow, Russia;Atran;9655;Sightseeing;Antonov AN-12BP;RA-93912;4341709;900;90;0;The cargo plane, carrying 9 tons of cargo, crashed 4 km from the runway as it was attempting to take off from Domodedovo airport. The aircraft slammed into a field shattering debris over a wide area.;557504461;376174943
07/10/2008;10:30:00;Puerto Montt, Chile;Aerocord;;Puerto Montt - Melinka Island;Beechcraft 99A;CC-CFM;U-145;900;90;0;The plane made a sharp turn to the left and crashed shortly after taking off near La Paloma air strip. The plane was in flames as it plunged to the ground. The pilot and 8 passengers including a small boy were killed.;-41471798;-729395915
